"","food_changes","food_changes_SA","food_rate","food_rate_SA"
"1",366.666666666667,1054.67438886137,0.0444444444444444,0.0994240285384491
"2",366.666666666667,1054.67438886137,0.0444444444444444,0.0994240285384491
"3",366.666666666667,1054.67438886137,0.0444444444444444,0.0994240285384491
"4",500,970.319395835322,0.0777777777777778,0.100285923034516
"5",500,970.319395835322,0.0777777777777778,0.100285923034516
"6",500,970.319395835322,0.0777777777777778,0.100285923034516
"7",400,670.255357056046,0.0333333333333333,0.0464034132950024
"8",400,670.255357056046,0.0333333333333333,0.0464034132950024
"9",400,670.255357056046,0.0333333333333333,0.0464034132950024
"10",2900,1461.6831229253,0.155555555555556,0.0647628338516339
"11",2900,1461.6831229253,0.155555555555556,0.0647628338516339
"12",2900,1461.6831229253,0.155555555555556,0.0647628338516339
"13",600,1295.14144940432,0.0333333333333333,0.0883762647295113
"14",600,1295.14144940432,0.0333333333333333,0.0883762647295113
"15",600,1295.14144940432,0.0333333333333333,0.0883762647295113
"16",1533.33333333333,2021.3840237355,0.0666666666666667,0.0896024475525627
"17",1533.33333333333,2021.3840237355,0.0666666666666667,0.0896024475525627
"18",1533.33333333333,2021.3840237355,0.0666666666666667,0.0896024475525627
"19",833.333333333333,1091.56455327786,0.0555555555555556,0.0684789731292727
"20",833.333333333333,1091.56455327786,0.0555555555555556,0.0684789731292727
"21",833.333333333333,1091.56455327786,0.0555555555555556,0.0684789731292727
"22",2466.66666666667,1012.38214952584,0.133333333333333,0.0422187929222341
"23",2466.66666666667,1012.38214952584,0.133333333333333,0.0422187929222341
"24",2466.66666666667,1012.38214952584,0.133333333333333,0.0422187929222341
"25",1133.33333333333,1836.24708603083,0.0444444444444444,0.0995349283963811
"26",1133.33333333333,1836.24708603083,0.0444444444444444,0.0995349283963811
"27",1133.33333333333,1836.24708603083,0.0444444444444444,0.0995349283963811
"28",933.333333333333,1438.29436996398,0.0444444444444445,0.0677861369795242
"29",933.333333333333,1438.29436996398,0.0444444444444445,0.0677861369795242
"30",933.333333333333,1438.29436996398,0.0444444444444445,0.0677861369795242
"31",1400,1643.4315285821,0.0555555555555556,0.0683024939979834
"32",1400,1643.4315285821,0.0555555555555556,0.0683024939979834
"33",1400,1643.4315285821,0.0555555555555556,0.0683024939979834
"34",2133.33333333333,658.999631229021,0.133333333333333,0.0418633499194215
"35",2133.33333333333,658.999631229021,0.133333333333333,0.0418633499194215
"36",2133.33333333333,658.999631229021,0.133333333333333,0.0418633499194215
"37",-866.666666666667,-144.002226640594,-0.0888888888888889,-0.0336973904835861
"38",-866.666666666667,-144.002226640594,-0.0888888888888889,-0.0336973904835861
"39",-866.666666666667,-144.002226640594,-0.0888888888888889,-0.0336973904835861
"40",-533.333333333333,21.1525532421351,-0.0555555555555556,-0.0313558762204314
"41",-533.333333333333,21.1525532421351,-0.0555555555555556,-0.0313558762204314
"42",-533.333333333333,21.1525532421351,-0.0555555555555556,-0.0313558762204314
"43",133.333333333333,334.348815278539,0.0222222222222222,0.034320983675877
"44",133.333333333333,334.348815278539,0.0222222222222222,0.034320983675877
"45",133.333333333333,334.348815278539,0.0222222222222222,0.034320983675877
"46",2033.33333333333,519.81663495363,0.1,0.00810249124537674
"47",2033.33333333333,519.81663495363,0.1,0.00810249124537674
"48",2033.33333333333,519.81663495363,0.1,0.00810249124537674
"49",1066.66666666667,1814.38375095094,-0.0333333333333333,0.021983607559012
"50",1066.66666666667,1814.38375095094,-0.0333333333333333,0.021983607559012
"51",1066.66666666667,1814.38375095094,-0.0333333333333333,0.021983607559012
"52",333.333333333333,941.935634638681,0.0666666666666667,0.0916843978075285
"53",333.333333333333,941.935634638681,0.0666666666666667,0.0916843978075285
"54",333.333333333333,941.935634638681,0.0666666666666667,0.0916843978075285
"55",800,961.889397420234,0.0444444444444445,0.0557619975664547
